optimizer,dataset,seed,min_sse,params
dual_annealing,pso_3,5,51833.38274248,"[0.08647055478972622, 0.14239292176948753, 0.10652245631661122, 0.19414249938429273, 0.08959979336570291, 0.006631545981996347, 0.00010022381427708512, 0.000740897205202949, 0.00010023756299019415, 0.01, 5.243983789451694e-05, 425489.9982599574, 5.988676264354524e-06, 82524.6758919838, 620570.3272553881, 674516.7306473306, 2.2541731305933882e-07, 1e-05, 0.844706614069938, 0.00010020492409183345, 783373.7149871383]"
basin_hopping,cmaes_1,3,91890.96777763,"[0.016194853945252143, 0.4990488607942556, 0.37556178675915136, 0.0781742857931757, 0.1760836396141571, 0.0001, 0.009999999968695076, 0.01, 0.009991624375648591, 0.0018221510295729458, 5e-05, 498582.6531907162, 7.981161236279277e-06, 374311.2441047173, 206087.38208945474, 42410.31431698406, 1e-05, 9.376875508713456e-06, 0.5013382016386477, 0.009994342703618327, 959130.8619677728]"
basin_hopping,lshade_2,10,48454.15169577,"[0.0446208178378808, 0.0005, 0.497435904707158, 0.3016019407715855, 0.0025181410756800935, 0.0085899901513779, 0.001258094476863905, 0.0017087167348290922, 0.01, 0.0071057307518767095, 0.004709183024270394, 774515.1458986222, 1e-05, 497780.57113900676, 115369.25418787755, 377684.5947856498, 1e-05, 1e-08, 1.525893380048419, 0.009994641638237886, 516042.5516592035]"
pso,basin_hopping_1,4,389868.30179466,"[0.1272710596649257, 0.3173190628342991, 0.24119886606654026, 0.29532751780879524, 0.007177268787533775, 0.002377470542950107, 0.0037958308581950836, 0.0013306468850470196, 0.006596593324185049, 0.0006468555871676357, 5.1041800721384964e-05, 564018.8173185092, 7.361936882178684e-06, 617630.7135559458, 139299.34767817956, 508039.963979916, 3.7452971661193737e-06, 5.0377953621886065e-06, 0.5712636715270918, 0.006119304604284477, 75284.01542752451]"
pso,pso_3,3,664058.501885,"[0.3600192097926553, 0.18786464649418608, 0.45017870750600336, 0.016319512008155512, 0.1386870834023637, 0.004478157179977015, 0.0003441316131724207, 0.002269393839583592, 0.005964986893339155, 0.0010233105524550552, 5.7090373709682216e-05, 551908.2257242673, 4.067006157402256e-06, 28431.68563738535, 95670.71298017784, 561473.6330031175, 6.679727520480228e-06, 5.173634445944661e-06, 0.5196106491398584, 0.008565071939410552, 467167.1318863288]"
dual_annealing,dual_annealing_1,10,345103.2023555,"[0.05586663102473374, 0.31667915839858063, 0.48702262618275793, 0.08487959870368705, 0.2078899048248665, 0.0001, 0.00048383682341376563, 0.01, 0.0006863677804186452, 0.008715516479900117, 5e-05, 717082.7072425729, 9.996960486095605e-06, 993957.2646723613, 886567.3028441248, 312460.8881598214, 1e-05, 9.996960486095605e-06, 1.1502823137129436, 0.007941085959117451, 281433.69948839344]"
cmaes,pso_3,4,46925.55837055,"[0.4663596981221089, 0.4996436770881845, 0.4525416781366514, 0.49997109558409286, 0.4872208010721494, 0.00025216865783867247, 0.008686432660483343, 0.009670786279850702, 0.009579030854001412, 0.009999915165501272, 5.973647080080845e-05, 30992.797833537406, 9.795103115483946e-06, 964300.7548509467, 218732.04107621106, 553278.2236212698, 9.717938064140407e-06, 4.323414792016678e-06, 1.1074289522618772, 0.00999885246477973, 208502.6180360708]"
dual_annealing,pso_2,9,36079.31816659,"[0.2784750814290524, 0.13356118347198004, 0.34161544010413974, 0.3991842083214306, 0.43891122323551685, 0.001983315569902053, 0.008992549726370673, 0.007707033039397968, 0.005624796333866082, 0.005946313720770415, 5.111389486057084e-05, 10461.140014622864, 6.1643308625286645e-06, 774264.7307887807, 590743.9541090735, 5092.5903774166345, 1e-05, 1.8464237908495912e-07, 1.6541550907519311, 0.0061187604816917195, 983691.7837654798]"
lshade,cmaes_3,5,123591.96659392,"[0.14781353388773427, 0.29337538209966396, 0.07397223422003509, 0.22252929421898096, 0.0005, 0.009895409176673664, 0.0046929891560893305, 0.006325769578978908, 0.006975711960450978, 0.0027785134242733138, 0.002166191119278819, 221258.76274231658, 7.052603911077313e-06, 607629.428432688, 440500.3858852035, 396784.6684337972, 1.6962346191490182e-06, 6.880716243218282e-06, 2.11493118402124, 0.0046225968577868525, 100.0]"
pso,cmaes_1,6,1397249.93419899,"[0.23053708242121612, 0.2544266353949757, 0.2562180012787099, 0.11973635061571047, 0.055365469540257006, 0.006056998769867219, 0.007735507454860045, 0.001276943011264232, 0.00257803920673133, 0.007359686402401642, 6.873456704413299e-05, 331035.46939594205, 6.358276112374153e-06, 871793.562859772, 526894.7663294999, 453973.98335097573, 9.769312676171686e-06, 7.150566856600815e-07, 1.8170441217534052, 0.00521312197897804, 658008.6664500559]"
pso,lshade_3,2,2218977.40054949,"[0.3293951990006292, 0.434528491257445, 0.09547669561541049, 0.4375912504339649, 0.053046422024800144, 0.008260386912644021, 0.006155321234138487, 0.002362273983325819, 0.004565880894649497, 0.009746974959810428, 7.137955705421574e-05, 680946.2042153124, 4.979533207506808e-06, 504903.1369842383, 759769.6762645802, 181992.33829839632, 3.5145908678991037e-06, 3.8069057197361953e-06, 0.917193404437306, 0.00521009207165265, 717668.1201519482]"
cmaes,lshade_3,10,61045.8801548,"[0.0017279651159719605, 0.4905543912554072, 0.49973175613485793, 0.36691356527496233, 0.42598503553759287, 0.0004165437155076981, 0.00010002913585784131, 0.007080711247144239, 0.0002121063704024252, 0.0001000623662964853, 0.009851509542939344, 120954.1582041614, 5.049072533409608e-06, 690098.3158730129, 995818.0926368901, 23855.1314824268, 9.987388887567073e-06, 8.205706125468969e-08, 0.9412068171323473, 0.009985995530660815, 499560.56137940666]"
cmaes,basin_hopping_2,8,87142.62657293,"[0.018975001438238333, 0.4961339279373343, 0.49872019636855897, 0.27433119028687813, 0.0034464847834695437, 0.0047464410899765, 0.00242003841819238, 0.00985114648796316, 0.009537683780328914, 0.00909009782585676, 5.000002482592112e-05, 739279.8598948384, 2.7073268324806758e-08, 671674.8635072456, 100.40071525852527, 516699.4594470257, 9.999862493694688e-06, 9.994265221719945e-06, 1.2328171627938889, 0.009701476431057622, 49923.866785854254]"
pso,cmaes_2,4,2220635.61832946,"[0.2537121653570746, 0.14434755567709226, 0.20505478277676045, 0.03594447380573425, 0.07500436473864375, 0.007171563899816778, 0.0007507742188680815, 0.006170660728875232, 0.005608850171684515, 0.005068280013215895, 5.423247204027273e-05, 454498.7816171348, 5.846189703848182e-06, 421640.77252671216, 541477.8724697536, 190752.06242598733, 5.7698691469998005e-06, 3.029461183561499e-06, 1.200657030757716, 0.005012244292039646, 220764.86611121893]"
basin_hopping,cmaes_1,4,83066.23699005,"[0.4999980340751458, 0.41040825224378386, 0.4104097398323031, 0.2642234755616134, 0.2503746647413724, 0.00017730657147127168, 0.009995451157945905, 0.004063081768507378, 0.00334901452625074, 0.0001, 0.007441863778996595, 100.00000010395487, 4.973692981209707e-07, 10484.825516438443, 12405.641926419477, 100.07889651391997, 1e-05, 3.736078019338201e-07, 1.3069795666935642, 0.009995613993545297, 13370.547266198084]"
cmaes,basin_hopping_2,3,48205.43196156,"[0.0010987077824834164, 0.4926694328371144, 0.4958068977124005, 0.3357090076989645, 0.18129047921923536, 0.0002551989126788022, 0.0004864241338254279, 0.005844223202954898, 0.006701979446049258, 0.00010005526565684787, 0.00939649462916873, 148382.76104748782, 8.844452410659721e-06, 711615.8457525494, 509554.98072279914, 16151.429583719279, 9.996551500946057e-06, 9.95124780455582e-06, 1.1563229659862402, 0.008226632009253845, 802793.9326555401]"
dual_annealing,dual_annealing_2,6,1042981.80386953,"[0.002052241521730273, 0.45201816714988535, 0.4887247907223913, 0.06089319450578451, 0.09202905199596838, 0.008724872067712797, 0.0013365937261337374, 0.01, 0.001547975130628918, 0.0001, 0.009845487281836427, 582877.8454668216, 1e-05, 267661.23284405394, 201486.7503516882, 374543.13216997246, 1e-05, 1e-05, 1.2494895499631398, 0.009518515587705752, 561127.1923986323]"
lshade,dual_annealing_3,3,45296.89775697,"[0.08495251969306614, 0.5, 0.3322350374011792, 0.0005, 0.5, 0.0042926417021030725, 0.00031776753622063327, 0.008985333622622804, 0.006949587265384297, 0.004775200956112904, 0.0016654325777234434, 455049.3082545566, 2.2362562006364877e-06, 235181.86683073174, 489865.047950943, 985412.6105937555, 7.544636328697065e-06, 3.94327759930942e-06, 1.8327597616958553, 0.006519474744751693, 100.0]"
lshade,lshade_2,5,60918.91114164,"[0.5, 0.5, 0.2702175673617165, 0.0005, 0.16685638012288603, 0.004764429644055863, 0.00967664717901597, 0.0066894165246914345, 0.0038730045215801673, 0.003832580389545315, 0.003707153676470408, 18033.870444713186, 8.27775094933322e-07, 26926.38516177381, 446387.7231882083, 249662.53378075885, 1e-05, 1e-08, 3.014053722706224, 0.00733519594854228, 100.0]"
pso,cmaes_3,10,1166723.55047869,"[0.4585374658801988, 0.21691650830159137, 0.40247750440194224, 0.0593554985264379, 0.007556002790939709, 0.006207735259522354, 0.0005095355951362842, 0.0033158098811124936, 0.0077583282964285025, 0.003797776131378864, 6.327748940564669e-05, 300041.96225079265, 3.491882185102294e-06, 239717.66108658002, 650736.2596756042, 918385.8284861199, 7.285870137167213e-06, 4.9491587614293786e-06, 2.358216945122182, 0.006170818554847163, 427445.9936167301]"
lshade,lshade_3,3,94313.74654035,"[0.2621035835280462, 0.045616941611384285, 0.0005, 0.0005, 0.1328149603548162, 0.00626283314355087, 0.005568096688977023, 0.006177467109081058, 0.0055058779251568706, 0.00359556504361743, 0.005981381453951741, 815904.7995760487, 4.468637645737702e-06, 224021.72953514886, 872451.720913455, 731792.0743701413, 9.108446881731362e-06, 3.7551503323765975e-06, 2.3806189089487684, 0.006100410976823827, 909777.3103953985]"
cmaes,lshade_1,4,193379.63064324,"[0.49999400490726287, 0.499575883123282, 0.4949645211248626, 0.2463425718281071, 0.004281949956344748, 0.008209582442256537, 0.003356154284618916, 0.002156054140820575, 0.003377842275631118, 0.0007440163163803213, 5.0000006737049716e-05, 533863.2958174717, 1.2825915979266815e-06, 291977.72848753264, 48201.78615568866, 546844.4218315018, 5.112956791695502e-07, 9.593338536452345e-06, 1.3817706304688395, 0.00012571686395643428, 403026.35594645474]"
lshade,basin_hopping_3,4,104499.06821635,"[0.3657313037041607, 0.03302511936100008, 0.10353693228517828, 0.18284492227563345, 0.30454389191596, 0.006177608495313426, 0.0028602778628382584, 0.0036049919526365635, 0.005643734713727068, 0.0028267338527286647, 0.002334522764918428, 100.0, 1e-05, 380460.50326542195, 436635.7613495735, 946313.4910317075, 7.3469643696979585e-06, 5.605028376333539e-06, 1.776186156754421, 0.003389183306280048, 100.0]"
dual_annealing,dual_annealing_3,2,152618.80703374,"[0.009968595755677871, 0.17069869816806907, 0.14145412776367816, 0.02630469275456209, 0.09253482342336217, 0.003498284934965626, 0.0049640500152417725, 0.007264962164293725, 0.00412906376462254, 0.005885546097485396, 5e-05, 614963.358515369, 1e-05, 638937.1880049374, 859239.0111647784, 884790.4231031231, 1e-05, 7.423033664050195e-06, 1.1289217741428619, 0.008565394188663936, 952879.426831513]"
cmaes,pso_3,10,68776.71853844,"[0.005925099311395893, 0.49993569096097545, 0.4993021171071943, 0.3555297142136049, 0.42641458832002954, 0.0007587586196563612, 0.00012317123554242632, 0.009923554000440406, 0.0005527891722869981, 0.0001000001721493616, 0.009999993922000855, 480183.5564698644, 1.8897979030349598e-06, 986349.2205201109, 998160.2310500188, 12769.734995960525, 9.999996323967324e-06, 1.940831943382904e-06, 1.1054536991790544, 0.009996440219129418, 999455.5769117494]"
lshade,lshade_3,8,76025.09055509,"[0.15619047536867753, 0.5, 0.17380446947965641, 0.02576145689506706, 0.05347248636407808, 0.003887723289994867, 0.008593001970201934, 0.0009340858529694913, 0.00914597267552626, 0.003838290157821803, 0.0037373652371376687, 392369.1440697927, 1e-05, 100.0, 150064.78806008425, 312432.38587946485, 4.55032409875163e-06, 1.6597544804953913e-06, 0.9168657625776083, 0.00716579750916079, 353126.6578690645]"
cmaes,cmaes_1,3,53954.81354668,"[0.004240550482359006, 0.4976659567470893, 0.49272750307023505, 0.04785515943525612, 0.4535740697243656, 0.00010000994806639508, 0.0030955716925007864, 0.0065478544064073085, 0.0015514011356507057, 0.00011009373693824062, 0.001232810370721852, 940187.7531784453, 8.37863086897084e-06, 959221.9006647709, 819539.581815243, 101.45636630097565, 9.942687284766956e-06, 9.87946979556462e-06, 0.5661414230801491, 0.008364791294499728, 500376.8227603438]"
pso,basin_hopping_2,10,781729.43363174,"[0.08362360360075638, 0.25110147558560775, 0.12720730526254492, 0.41904022856177825, 0.3418905024134446, 0.0089692596234078, 0.001845532395158448, 0.003065608299493685, 0.0022853011249987397, 0.00355595935687527, 5.014824978024322e-05, 296804.68513826025, 4.807273145668449e-06, 969020.9952790336, 413124.7901637545, 22221.47991713509, 3.6471356038676394e-06, 8.690946013483583e-06, 0.5101000708934205, 0.0006109223397268531, 937710.8939037644]"
pso,basin_hopping_1,1,2923766.09930541,"[0.22107960587460146, 0.19534019163739735, 0.49632434562991606, 0.21648647712545824, 0.06255570475934163, 0.0054651020314625065, 0.00573500351321561, 0.004449336647078306, 0.00651349492969998, 0.004479851784919017, 7.792540451891268e-05, 428450.8859342416, 4.643312821538482e-06, 635599.9071962533, 411824.7853567039, 610912.4047385887, 5.1395333788475075e-06, 2.9756631599617365e-06, 0.9013917432898495, 0.005173918069522038, 493752.07948633865]"
cmaes,lshade_3,3,779517.76253341,"[0.4999967127814579, 0.49997429181057956, 0.49986217658420024, 0.49323279291634275, 0.0183005174467599, 0.008692543688341976, 0.00027135154245594515, 0.00010289081284791188, 0.000275807248551353, 0.00010000004485340448, 0.00020978926281247154, 999868.0863539081, 4.690481330840794e-06, 999936.983584552, 999138.9055883983, 101.63067059424262, 9.645892939639647e-06, 9.09182588517535e-06, 0.5366766206645277, 0.0007596533269318877, 999438.2073527728]"
basin_hopping,cmaes_1,8,159040.43386006,"[0.01499055419336516, 0.004545890130879426, 0.43982222007989963, 0.08686251340433658, 0.014975013593529332, 0.0006791859268563756, 0.009785916209678341, 0.01, 0.00983844697440006, 0.003742280239508274, 0.009877568977132756, 901799.2977913774, 1e-08, 741617.1220820294, 72044.21563655263, 802266.6697825594, 1e-05, 1.0596139233039391e-08, 1.3260357269961636, 0.009256538894439286, 333574.5249171976]"
dual_annealing,lshade_3,4,121106.20129878,"[0.043705734167802456, 0.29328083153791956, 0.143608201692972, 0.09916466612927459, 0.0793391699064253, 0.0001, 0.00805396251458604, 0.008353065226637067, 0.008144785112460785, 0.006350922160609531, 5e-05, 115120.19383452529, 1e-05, 97509.20744656103, 986017.9909465716, 188939.56027538655, 1e-05, 9.498204967765912e-06, 1.01126600877151, 0.009979065214404247, 984565.9973158633]"
pso,basin_hopping_2,8,880013.82893038,"[0.007838752664237891, 0.033228536294434396, 0.043496933198986454, 0.008136296784477914, 0.07704345917389277, 0.0017110273639298137, 0.004396741189337391, 0.006616976506213176, 0.009388920964364769, 0.009626033694696638, 0.006026069509801708, 230184.03732059852, 3.7656241553289042e-06, 223890.27900664188, 552983.8511673779, 310077.21900586423, 6.775950792457816e-06, 9.775091721183556e-06, 1.7761210680346338, 0.007868791396896042, 136905.5747058103]"
lshade,dual_annealing_2,9,44318.90260909,"[0.27699550685938745, 0.19205878766856677, 0.4795728285607044, 0.15075593677551635, 0.0005, 0.005833945277520287, 0.0061364757286010395, 0.00833356278367033, 0.0049025751175054075, 0.0018773034042277232, 0.005828180311154369, 260385.08544441737, 4.576768508114363e-06, 849577.2377953575, 777594.1653445624, 777918.5559200526, 1e-05, 3.833669995551016e-06, 2.5889099947407, 0.008189414527421397, 100.0]"
dual_annealing,cmaes_3,5,305738.77494074,"[0.0656910250867532, 0.2740604999278297, 0.15109904595398277, 0.013625254213097888, 0.1165366235817517, 0.009999999999975561, 0.003603439822690607, 0.001396121569995173, 0.004692355441575103, 0.001136187204575351, 5e-05, 508251.72572203586, 9.999999625816486e-06, 736395.583547819, 413714.36060180946, 488017.584868052, 7.219616198384519e-07, 1.9796683225706935e-06, 1.4633159146722081, 0.00011397803757682974, 509049.73502860114]"
lshade,lshade_1,4,58416.1143292,"[0.1829439147639124, 0.30619157832268074, 0.23076536722806346, 0.0005, 0.1816049633569814, 0.004977767723794893, 0.005657895496738594, 0.0038923725377120436, 0.008313504528556484, 0.0017799694302114348, 0.00817764229908625, 441103.2549779364, 7.433961531660491e-06, 194594.10475724755, 340633.0580212636, 354789.62610980484, 5.744077520644494e-06, 6.069433432068275e-06, 2.2839139030549953, 0.009859515261050764, 100.0]"
cmaes,pso_3,6,48980.69717691,"[0.4999830822456467, 0.0006801618544339166, 0.057240122001671466, 0.28165001377387, 0.1058490199097419, 0.0009434581303819843, 0.009556460986321182, 0.009465550831261492, 0.00973537251843621, 0.009999999877867004, 0.009999810821661716, 999734.5442009897, 9.121543351306549e-06, 576557.9177668244, 132950.1769306412, 3316.321820683705, 6.742250987015697e-06, 1.1163013212553279e-07, 0.5430917476545398, 0.009999470077167857, 392520.2088998659]"
